,filename,semantic_label,numeric_label,partition,task,partition_challenge
3802,009761.png,great_dane,3.0,,source,train
3803,009206.png,samoyed,0.0,,source,train
3804,004761.png,yorkshire_terrier,7.0,test,source,train
3805,001161.png,dalmatian,4.0,train,source,train
3806,010110.png,great_dane,3.0,,source,test
3807,007624.png,dalmatian,4.0,,source,train
3808,001435.png,dalmatian,4.0,train,source,train
3809,002896.png,great_dane,3.0,val,source,test
3810,000574.png,dalmatian,4.0,train,source,train
3811,002503.png,siberian_husky,6.0,val,source,val
3812,001661.png,samoyed,0.0,train,source,test
3813,002533.png,saint_bernard,2.0,val,source,train
3814,005423.png,miniature_poodle,1.0,,source,train
3815,009169.png,chihuahua,5.0,,source,train
3816,004109.png,miniature_poodle,1.0,test,source,test
3817,010154.png,great_dane,3.0,,source,val
3818,004453.png,miniature_poodle,1.0,test,source,train
3819,007629.png,dalmatian,4.0,,source,train
3820,005381.png,great_dane,3.0,,source,train
3821,004418.png,great_dane,3.0,test,source,train
3822,008657.png,miniature_poodle,1.0,,source,test
3823,007169.png,saint_bernard,2.0,,source,test
3824,000869.png,dalmatian,4.0,train,source,train
3825,002072.png,samoyed,0.0,train,source,train
3826,009587.png,miniature_poodle,1.0,,source,val
3827,003075.png,siberian_husky,6.0,val,source,train
3828,002036.png,siberian_husky,6.0,train,source,val
3829,000992.png,miniature_poodle,1.0,train,source,test
3830,000641.png,miniature_poodle,1.0,train,source,train
3831,004560.png,yorkshire_terrier,7.0,test,source,train
3832,008533.png,miniature_poodle,1.0,,source,train
3833,007809.png,chihuahua,5.0,,source,train
3834,005560.png,chihuahua,5.0,,source,train
3835,003594.png,saint_bernard,2.0,val,source,train
3836,003853.png,saint_bernard,2.0,test,source,train
3837,005342.png,dalmatian,4.0,test,source,test
3838,009172.png,yorkshire_terrier,7.0,,source,test
3839,005369.png,siberian_husky,6.0,test,source,train
3840,008876.png,miniature_poodle,1.0,,source,test
3841,002089.png,great_dane,3.0,train,source,train
3842,002460.png,dalmatian,4.0,val,source,val
3843,009504.png,great_dane,3.0,,source,train
3844,000048.png,chihuahua,5.0,train,source,train
3845,008288.png,dalmatian,4.0,,source,train
3846,006601.png,yorkshire_terrier,7.0,,source,val
3847,002817.png,great_dane,3.0,val,source,train
3848,005228.png,dalmatian,4.0,test,source,train
3849,006257.png,chihuahua,5.0,,source,train
3850,003841.png,saint_bernard,2.0,test,source,test
3851,004655.png,yorkshire_terrier,7.0,test,source,train
3852,008119.png,great_dane,3.0,,source,test
3853,002679.png,chihuahua,5.0,val,source,train
3854,001192.png,miniature_poodle,1.0,train,source,train
3855,001009.png,chihuahua,5.0,train,source,train
3856,003555.png,yorkshire_terrier,7.0,val,source,train
3857,005336.png,great_dane,3.0,test,source,train
3858,004500.png,samoyed,0.0,test,source,train
3859,007910.png,yorkshire_terrier,7.0,,source,val
3860,002467.png,dalmatian,4.0,val,source,train
3861,006875.png,chihuahua,5.0,,source,train
3862,006308.png,siberian_husky,6.0,,source,train
3863,002693.png,miniature_poodle,1.0,val,source,val
3864,009865.png,dalmatian,4.0,,source,train
3865,002458.png,siberian_husky,6.0,val,source,train
3866,006205.png,chihuahua,5.0,,source,train
3867,009818.png,yorkshire_terrier,7.0,,source,test
3868,002495.png,saint_bernard,2.0,val,source,train
3869,007340.png,yorkshire_terrier,7.0,,source,val
3870,003737.png,samoyed,0.0,val,source,test
3871,001959.png,yorkshire_terrier,7.0,train,source,train
3872,006001.png,saint_bernard,2.0,,source,train
3873,000534.png,dalmatian,4.0,train,source,train
3874,006741.png,chihuahua,5.0,,source,train
3875,004845.png,yorkshire_terrier,7.0,test,source,train
3876,009405.png,miniature_poodle,1.0,,source,train
3877,008896.png,yorkshire_terrier,7.0,,source,train
3878,005988.png,siberian_husky,6.0,,source,test
3879,004600.png,samoyed,0.0,test,source,test
3880,006317.png,siberian_husky,6.0,,source,train
3881,000961.png,samoyed,0.0,train,source,val
3882,005402.png,dalmatian,4.0,test,source,test
3883,004148.png,siberian_husky,6.0,test,source,val
3884,000678.png,chihuahua,5.0,train,source,test
3885,004473.png,miniature_poodle,1.0,test,source,test
3886,000425.png,samoyed,0.0,train,source,val
3887,000679.png,miniature_poodle,1.0,train,source,val
3888,006231.png,saint_bernard,2.0,,source,test
3889,009964.png,chihuahua,5.0,,source,val
3890,006380.png,miniature_poodle,1.0,,source,val
3891,001274.png,yorkshire_terrier,7.0,train,source,train
3892,004783.png,yorkshire_terrier,7.0,test,source,train
3893,008255.png,yorkshire_terrier,7.0,,source,train
3894,009942.png,siberian_husky,6.0,,source,train
3895,000826.png,samoyed,0.0,train,source,train
3896,005017.png,great_dane,3.0,test,source,val
3897,000247.png,dalmatian,4.0,train,source,train
3898,000864.png,chihuahua,5.0,train,source,test
3899,000924.png,dalmatian,4.0,train,source,train
3900,008146.png,siberian_husky,6.0,,source,train
3901,010104.png,siberian_husky,6.0,,source,test
3902,006402.png,samoyed,0.0,,source,test
3903,003346.png,saint_bernard,2.0,val,source,test
3904,005972.png,samoyed,0.0,,source,train
3905,009247.png,miniature_poodle,1.0,,source,train
3906,007104.png,samoyed,0.0,,source,train
3907,008110.png,miniature_poodle,1.0,,source,train
3908,007856.png,miniature_poodle,1.0,,source,train
3909,005690.png,saint_bernard,2.0,,source,train
3910,001514.png,great_dane,3.0,train,source,train
3911,009571.png,samoyed,0.0,,source,train
3912,009572.png,samoyed,0.0,,source,train
3913,007774.png,saint_bernard,2.0,,source,train
3914,006737.png,saint_bernard,2.0,,source,train
3915,002282.png,yorkshire_terrier,7.0,train,source,train
3916,005004.png,yorkshire_terrier,7.0,test,source,val
3917,003170.png,siberian_husky,6.0,val,source,test
3918,003541.png,yorkshire_terrier,7.0,val,source,val
3919,009256.png,chihuahua,5.0,,source,train
3920,001554.png,chihuahua,5.0,train,source,val
3921,002989.png,samoyed,0.0,val,source,val
3922,002517.png,chihuahua,5.0,train,source,val
3923,009806.png,yorkshire_terrier,7.0,,source,train
3924,002288.png,samoyed,0.0,train,source,test
3925,006652.png,samoyed,0.0,,source,val
3926,009103.png,samoyed,0.0,,source,val
3927,004736.png,siberian_husky,6.0,test,source,val
3928,008562.png,saint_bernard,2.0,,source,val
3929,000913.png,siberian_husky,6.0,train,source,val
3930,000928.png,great_dane,3.0,train,source,val
3931,008731.png,chihuahua,5.0,,source,train
3932,009055.png,miniature_poodle,1.0,,source,test
3933,000320.png,great_dane,3.0,train,source,val
3934,006258.png,dalmatian,4.0,,source,val
3935,007756.png,siberian_husky,6.0,,source,test
3936,007141.png,samoyed,0.0,,source,train
3937,005638.png,miniature_poodle,1.0,,source,train
3938,000157.png,dalmatian,4.0,train,source,val
3939,008394.png,yorkshire_terrier,7.0,,source,train
3940,001110.png,chihuahua,5.0,train,source,val
3941,010118.png,samoyed,0.0,,source,train
3942,007403.png,samoyed,0.0,,source,val
3943,009773.png,samoyed,0.0,,source,train
3944,009180.png,great_dane,3.0,,source,test
3945,007098.png,miniature_poodle,1.0,,source,val
3946,008778.png,chihuahua,5.0,,source,test
3947,002651.png,yorkshire_terrier,7.0,train,source,val
3948,003653.png,siberian_husky,6.0,val,source,test
3949,000954.png,siberian_husky,6.0,train,source,train
3950,001455.png,chihuahua,5.0,train,source,train
3951,006369.png,great_dane,3.0,,source,val
3952,009705.png,miniature_poodle,1.0,,source,train
3953,009603.png,yorkshire_terrier,7.0,,source,train
3954,009711.png,samoyed,0.0,,source,val
3955,005196.png,chihuahua,5.0,test,source,test
3956,004627.png,siberian_husky,6.0,test,source,train
3957,004741.png,dalmatian,4.0,test,source,train
3958,006655.png,siberian_husky,6.0,,source,train
3959,007127.png,samoyed,0.0,,source,test
3960,005933.png,chihuahua,5.0,,source,train
3961,006312.png,siberian_husky,6.0,,source,train
3962,008682.png,samoyed,0.0,,source,train
3963,009536.png,great_dane,3.0,,source,train
3964,004599.png,samoyed,0.0,test,source,train
3965,004614.png,siberian_husky,6.0,test,source,train
3966,008895.png,great_dane,3.0,,source,test
3967,006235.png,great_dane,3.0,,source,test
3968,007323.png,saint_bernard,2.0,,source,train
3969,003717.png,great_dane,3.0,val,source,val
3970,010139.png,yorkshire_terrier,7.0,,source,val
3971,006826.png,miniature_poodle,1.0,,source,test
3972,005623.png,dalmatian,4.0,test,source,test
3973,006864.png,chihuahua,5.0,,source,test
3974,007633.png,miniature_poodle,1.0,,source,train
3975,007237.png,chihuahua,5.0,,source,test
3976,004662.png,dalmatian,4.0,test,source,train
3977,000405.png,great_dane,3.0,train,source,val
3978,006891.png,samoyed,0.0,,source,test
3979,007909.png,dalmatian,4.0,,source,train
3980,006616.png,yorkshire_terrier,7.0,,source,test
3981,007390.png,saint_bernard,2.0,,source,val
3982,007748.png,miniature_poodle,1.0,,source,train
3983,005639.png,samoyed,0.0,test,source,test
3984,003553.png,chihuahua,5.0,val,source,val
3985,009984.png,chihuahua,5.0,,source,train
3986,007959.png,chihuahua,5.0,,source,train
3987,007522.png,yorkshire_terrier,7.0,,source,train
3988,008680.png,chihuahua,5.0,,source,train
3989,009691.png,siberian_husky,6.0,,source,train
3990,000505.png,yorkshire_terrier,7.0,train,source,train
3991,006887.png,miniature_poodle,1.0,,source,train
3992,002777.png,great_dane,3.0,val,source,val
3993,001870.png,saint_bernard,2.0,train,source,train
3994,007413.png,siberian_husky,6.0,,source,test
3995,006919.png,dalmatian,4.0,,source,val
3996,009310.png,chihuahua,5.0,,source,val
3997,009891.png,saint_bernard,2.0,,source,train
3998,001869.png,yorkshire_terrier,7.0,train,source,test
3999,008207.png,yorkshire_terrier,7.0,,source,test
4000,006003.png,dalmatian,4.0,,source,val
4001,005836.png,yorkshire_terrier,7.0,,source,train
4002,002604.png,dalmatian,4.0,val,source,train
4003,004740.png,dalmatian,4.0,test,source,train
4004,000281.png,samoyed,0.0,train,source,val
4005,005699.png,saint_bernard,2.0,,source,train
4006,006733.png,saint_bernard,2.0,,source,train
4007,009078.png,dalmatian,4.0,,source,train
4008,008722.png,siberian_husky,6.0,,source,train
4009,001814.png,miniature_poodle,1.0,train,source,train
4010,009118.png,yorkshire_terrier,7.0,,source,train
4011,002805.png,samoyed,0.0,val,source,train
4012,001509.png,saint_bernard,2.0,train,source,train
4013,004690.png,yorkshire_terrier,7.0,test,source,test
4014,001333.png,miniature_poodle,1.0,train,source,train
4015,000794.png,yorkshire_terrier,7.0,train,source,train
4016,002410.png,samoyed,0.0,train,source,test
4017,005062.png,dalmatian,4.0,test,source,test
4018,001741.png,dalmatian,4.0,train,source,test
4019,002634.png,great_dane,3.0,val,source,test
4020,002619.png,great_dane,3.0,val,source,test
4021,009708.png,dalmatian,4.0,,source,test
4022,004580.png,samoyed,0.0,test,source,val
4023,001773.png,great_dane,3.0,train,source,test
4024,004431.png,miniature_poodle,1.0,test,source,train
4025,001421.png,yorkshire_terrier,7.0,train,source,train
4026,004515.png,chihuahua,5.0,test,source,train
4027,007830.png,siberian_husky,6.0,,source,val
4028,008222.png,samoyed,0.0,,source,train
4029,006157.png,samoyed,0.0,,source,train
4030,003042.png,saint_bernard,2.0,val,source,test
4031,004790.png,saint_bernard,2.0,test,source,val
4032,004917.png,saint_bernard,2.0,test,source,val
4033,007091.png,miniature_poodle,1.0,,source,val
4034,008810.png,siberian_husky,6.0,,source,test
4035,009509.png,yorkshire_terrier,7.0,,source,train
4036,000980.png,samoyed,0.0,train,source,train
4037,010160.png,samoyed,0.0,,source,val
4038,002797.png,great_dane,3.0,val,source,train
4039,009434.png,yorkshire_terrier,7.0,,source,val
4040,003957.png,yorkshire_terrier,7.0,val,source,train
4041,009881.png,dalmatian,4.0,,source,train
4042,008813.png,great_dane,3.0,,source,test
4043,000700.png,yorkshire_terrier,7.0,train,source,train
4044,008113.png,samoyed,0.0,,source,train
4045,002609.png,samoyed,0.0,train,source,val
4046,009094.png,great_dane,3.0,,source,train
4047,005370.png,siberian_husky,6.0,test,source,train
4048,010024.png,yorkshire_terrier,7.0,,source,val
4049,006119.png,miniature_poodle,1.0,,source,train
4050,006783.png,saint_bernard,2.0,,source,train
4051,004199.png,siberian_husky,6.0,test,source,train
4052,007110.png,dalmatian,4.0,,source,train
4053,000969.png,chihuahua,5.0,train,source,test
4054,002446.png,chihuahua,5.0,train,source,train
4055,004142.png,samoyed,0.0,val,source,train
4056,002556.png,great_dane,3.0,val,source,train
4057,006437.png,miniature_poodle,1.0,,source,train
4058,004122.png,chihuahua,5.0,test,source,test
4059,007554.png,great_dane,3.0,,source,val
4060,004536.png,saint_bernard,2.0,test,source,train
4061,009688.png,yorkshire_terrier,7.0,,source,train
4062,009547.png,yorkshire_terrier,7.0,,source,test
4063,002155.png,saint_bernard,2.0,train,source,train
4064,006795.png,great_dane,3.0,,source,train
4065,003267.png,yorkshire_terrier,7.0,val,source,test
4066,007051.png,saint_bernard,2.0,,source,train
4067,007545.png,samoyed,0.0,,source,train
4068,006772.png,samoyed,0.0,,source,test
4069,001983.png,siberian_husky,6.0,train,source,val
4070,002484.png,siberian_husky,6.0,val,source,train
4071,002042.png,chihuahua,5.0,train,source,train
4072,000215.png,great_dane,3.0,train,source,train
4073,007000.png,great_dane,3.0,,source,test
4074,005841.png,great_dane,3.0,,source,train
4075,002058.png,samoyed,0.0,train,source,test
4076,005495.png,siberian_husky,6.0,test,source,train
4077,009992.png,great_dane,3.0,,source,val
4078,001038.png,dalmatian,4.0,train,source,train
4079,006037.png,dalmatian,4.0,,source,train
4080,000098.png,siberian_husky,6.0,train,source,train
4081,003438.png,saint_bernard,2.0,val,source,test
4082,006669.png,miniature_poodle,1.0,,source,train
4083,009497.png,great_dane,3.0,,source,train
4084,003071.png,great_dane,3.0,val,source,train
4085,001417.png,samoyed,0.0,train,source,val
4086,010064.png,yorkshire_terrier,7.0,,source,train
4087,006578.png,chihuahua,5.0,,source,val
4088,008343.png,great_dane,3.0,,source,train
4089,003342.png,saint_bernard,2.0,val,source,train
4090,009312.png,dalmatian,4.0,,source,train
4091,009409.png,great_dane,3.0,,source,train
4092,002355.png,saint_bernard,2.0,train,source,val
4093,007907.png,saint_bernard,2.0,,source,train
4094,002535.png,yorkshire_terrier,7.0,train,source,train
4095,007300.png,dalmatian,4.0,,source,val
4096,003102.png,chihuahua,5.0,val,source,train
4097,010096.png,miniature_poodle,1.0,,source,val
4098,009843.png,miniature_poodle,1.0,,source,train
4099,002202.png,dalmatian,4.0,train,source,test
4100,001338.png,saint_bernard,2.0,train,source,train
4101,001039.png,dalmatian,4.0,train,source,train
4102,002192.png,dalmatian,4.0,train,source,train
4103,007863.png,great_dane,3.0,,source,train
4104,001231.png,yorkshire_terrier,7.0,train,source,train
4105,002545.png,samoyed,0.0,train,source,test
4106,003749.png,samoyed,0.0,val,source,test
4107,000876.png,siberian_husky,6.0,train,source,test
4108,008335.png,dalmatian,4.0,,source,train
4109,008815.png,saint_bernard,2.0,,source,train
4110,008511.png,yorkshire_terrier,7.0,,source,train
4111,006342.png,miniature_poodle,1.0,,source,test
4112,007101.png,saint_bernard,2.0,,source,train
4113,000483.png,miniature_poodle,1.0,train,source,val
4114,005576.png,siberian_husky,6.0,test,source,train
4115,005192.png,miniature_poodle,1.0,test,source,train
4116,002471.png,chihuahua,5.0,train,source,val
4117,008306.png,great_dane,3.0,,source,train
4118,002059.png,yorkshire_terrier,7.0,train,source,test
4119,003984.png,yorkshire_terrier,7.0,val,source,train
4120,007866.png,chihuahua,5.0,,source,val
4121,000174.png,siberian_husky,6.0,train,source,val
4122,004669.png,saint_bernard,2.0,test,source,test
4123,009776.png,yorkshire_terrier,7.0,,source,test
4124,005787.png,yorkshire_terrier,7.0,,source,test
4125,007292.png,samoyed,0.0,,source,test
4126,003993.png,saint_bernard,2.0,test,source,val
4127,003633.png,great_dane,3.0,val,source,train
4128,000237.png,chihuahua,5.0,train,source,val
4129,009914.png,miniature_poodle,1.0,,source,test
4130,007408.png,miniature_poodle,1.0,,source,test
4131,008737.png,yorkshire_terrier,7.0,,source,val
4132,005866.png,great_dane,3.0,,source,val
4133,005788.png,miniature_poodle,1.0,,source,test
4134,004251.png,great_dane,3.0,test,source,test
4135,003384.png,miniature_poodle,1.0,val,source,val
4136,000095.png,miniature_poodle,1.0,train,source,test
4137,000978.png,miniature_poodle,1.0,train,source,test
4138,007655.png,yorkshire_terrier,7.0,,source,train
4139,005957.png,saint_bernard,2.0,,source,train
4140,007357.png,yorkshire_terrier,7.0,,source,val
4141,006622.png,siberian_husky,6.0,,source,train
4142,008016.png,chihuahua,5.0,,source,test
4143,003391.png,siberian_husky,6.0,val,source,test
4144,009280.png,yorkshire_terrier,7.0,,source,val
4145,003836.png,saint_bernard,2.0,test,source,train
4146,004033.png,miniature_poodle,1.0,test,source,test
4147,003640.png,chihuahua,5.0,val,source,test
4148,008687.png,saint_bernard,2.0,,source,train
4149,001198.png,great_dane,3.0,train,source,test
4150,004489.png,saint_bernard,2.0,test,source,val
4151,004540.png,chihuahua,5.0,test,source,train
4152,001498.png,siberian_husky,6.0,train,source,val
4153,002964.png,miniature_poodle,1.0,val,source,val
4154,007179.png,yorkshire_terrier,7.0,,source,train
4155,000081.png,siberian_husky,6.0,train,source,test
4156,006154.png,dalmatian,4.0,,source,val
4157,009579.png,samoyed,0.0,,source,test
4158,004201.png,dalmatian,4.0,test,source,train
4159,000982.png,saint_bernard,2.0,train,source,train
4160,007627.png,siberian_husky,6.0,,source,train
4161,010205.png,yorkshire_terrier,7.0,,source,train
4162,007468.png,miniature_poodle,1.0,,source,train
4163,000228.png,dalmatian,4.0,train,source,train
4164,003584.png,saint_bernard,2.0,val,source,train
4165,006524.png,great_dane,3.0,,source,train
4166,001158.png,saint_bernard,2.0,train,source,train
4167,001562.png,great_dane,3.0,train,source,train
4168,000579.png,great_dane,3.0,train,source,test
4169,000066.png,saint_bernard,2.0,train,source,test
4170,007868.png,chihuahua,5.0,,source,train
4171,008580.png,dalmatian,4.0,,source,test
4172,005236.png,saint_bernard,2.0,test,source,train
4173,000668.png,yorkshire_terrier,7.0,train,source,train
4174,005427.png,dalmatian,4.0,test,source,train
4175,006621.png,siberian_husky,6.0,,source,train
4176,000796.png,dalmatian,4.0,train,source,train
4177,007831.png,saint_bernard,2.0,,source,val
4178,006690.png,siberian_husky,6.0,,source,train
4179,005151.png,saint_bernard,2.0,test,source,train
4180,001810.png,yorkshire_terrier,7.0,train,source,val
4181,009100.png,siberian_husky,6.0,,source,test
4182,007727.png,great_dane,3.0,,source,train
4183,003008.png,saint_bernard,2.0,val,source,test
4184,009045.png,miniature_poodle,1.0,,source,train
4185,010175.png,dalmatian,4.0,,source,train
4186,003134.png,miniature_poodle,1.0,val,source,test
4187,001485.png,miniature_poodle,1.0,train,source,train
4188,005036.png,chihuahua,5.0,test,source,train
4189,006143.png,siberian_husky,6.0,,source,test
4190,004416.png,saint_bernard,2.0,test,source,train
4191,001506.png,dalmatian,4.0,train,source,train
4192,006364.png,siberian_husky,6.0,,source,train
4193,007416.png,chihuahua,5.0,,source,test
4194,009486.png,dalmatian,4.0,,source,val
4195,007931.png,yorkshire_terrier,7.0,,source,train
4196,000178.png,chihuahua,5.0,train,source,test
4197,003000.png,samoyed,0.0,val,source,val
4198,006840.png,saint_bernard,2.0,,source,train
4199,004521.png,saint_bernard,2.0,test,source,train
4200,002400.png,saint_bernard,2.0,train,source,val
4201,006810.png,chihuahua,5.0,,source,test
4202,006769.png,siberian_husky,6.0,,source,test
4203,008628.png,siberian_husky,6.0,,source,train
4204,005881.png,dalmatian,4.0,,source,train
4205,008767.png,siberian_husky,6.0,,source,val
4206,003460.png,dalmatian,4.0,val,source,test
4207,008555.png,miniature_poodle,1.0,,source,train
4208,007914.png,siberian_husky,6.0,,source,train
4209,006210.png,samoyed,0.0,,source,val
4210,000338.png,dalmatian,4.0,train,source,test
4211,004235.png,samoyed,0.0,val,source,test
4212,004953.png,yorkshire_terrier,7.0,test,source,train
4213,002387.png,miniature_poodle,1.0,train,source,test
4214,001146.png,chihuahua,5.0,train,source,val
4215,003387.png,dalmatian,4.0,val,source,test
4216,000115.png,great_dane,3.0,train,source,train
4217,006319.png,siberian_husky,6.0,,source,train
4218,005689.png,great_dane,3.0,,source,train
4219,004650.png,dalmatian,4.0,test,source,val
4220,002936.png,chihuahua,5.0,val,source,train
4221,007020.png,miniature_poodle,1.0,,source,val
4222,005436.png,saint_bernard,2.0,,source,val
4223,001024.png,great_dane,3.0,train,source,train
4224,003677.png,yorkshire_terrier,7.0,val,source,val
4225,003963.png,samoyed,0.0,val,source,train
4226,009389.png,siberian_husky,6.0,,source,train
4227,001778.png,siberian_husky,6.0,train,source,test
4228,002297.png,siberian_husky,6.0,train,source,train
4229,000346.png,great_dane,3.0,train,source,val
4230,004245.png,samoyed,0.0,val,source,test
4231,000169.png,miniature_poodle,1.0,train,source,test
4232,005376.png,miniature_poodle,1.0,test,source,val
4233,008084.png,samoyed,0.0,,source,test
4234,007364.png,yorkshire_terrier,7.0,,source,train
4235,009465.png,great_dane,3.0,,source,train
4236,007565.png,yorkshire_terrier,7.0,,source,train
4237,004194.png,samoyed,0.0,val,source,val
4238,004267.png,dalmatian,4.0,test,source,train
4239,010170.png,siberian_husky,6.0,,source,val
4240,004673.png,dalmatian,4.0,test,source,test
4241,005164.png,dalmatian,4.0,test,source,train
4242,003826.png,siberian_husky,6.0,val,source,val
4243,003501.png,chihuahua,5.0,val,source,train
4244,003367.png,yorkshire_terrier,7.0,val,source,val
4245,003828.png,yorkshire_terrier,7.0,val,source,train
4246,000299.png,chihuahua,5.0,train,source,train
4247,008377.png,saint_bernard,2.0,,source,train
4248,001117.png,siberian_husky,6.0,train,source,test
4249,001336.png,chihuahua,5.0,train,source,train
4250,008460.png,yorkshire_terrier,7.0,,source,train
4251,003043.png,chihuahua,5.0,val,source,train
4252,001177.png,yorkshire_terrier,7.0,train,source,train
4253,009946.png,dalmatian,4.0,,source,train
4254,006729.png,miniature_poodle,1.0,,source,val
4255,003091.png,samoyed,0.0,val,source,train
4256,009364.png,miniature_poodle,1.0,,source,test
4257,004942.png,siberian_husky,6.0,test,source,train
4258,005265.png,dalmatian,4.0,test,source,train
4259,000799.png,dalmatian,4.0,train,source,test
4260,008481.png,miniature_poodle,1.0,,source,train
4261,003960.png,great_dane,3.0,test,source,train
4262,001802.png,yorkshire_terrier,7.0,train,source,train
4263,004179.png,dalmatian,4.0,test,source,train
4264,006670.png,yorkshire_terrier,7.0,,source,train
4265,008486.png,great_dane,3.0,,source,train
4266,005503.png,dalmatian,4.0,test,source,train
4267,008586.png,great_dane,3.0,,source,test
4268,000745.png,chihuahua,5.0,train,source,train
4269,006905.png,dalmatian,4.0,,source,test
4270,002860.png,chihuahua,5.0,val,source,train
4271,009889.png,siberian_husky,6.0,,source,train
4272,000605.png,saint_bernard,2.0,train,source,train
4273,006252.png,dalmatian,4.0,,source,train
4274,007202.png,chihuahua,5.0,,source,test
4275,007122.png,chihuahua,5.0,,source,train
4276,005401.png,siberian_husky,6.0,test,source,test
4277,003938.png,yorkshire_terrier,7.0,val,source,val
4278,001183.png,great_dane,3.0,train,source,test
4279,006978.png,yorkshire_terrier,7.0,,source,train
4280,009501.png,samoyed,0.0,,source,test
4281,002096.png,great_dane,3.0,train,source,train
4282,008218.png,yorkshire_terrier,7.0,,source,test
4283,003141.png,siberian_husky,6.0,val,source,val
4284,002813.png,great_dane,3.0,val,source,train
4285,000082.png,yorkshire_terrier,7.0,train,source,train
4286,002635.png,samoyed,0.0,train,source,test
4287,000573.png,siberian_husky,6.0,train,source,train
4288,003894.png,yorkshire_terrier,7.0,val,source,train
4289,009380.png,samoyed,0.0,,source,test
4290,002443.png,saint_bernard,2.0,val,source,val
4291,004351.png,miniature_poodle,1.0,test,source,test
4292,006545.png,siberian_husky,6.0,,source,train
4293,000741.png,saint_bernard,2.0,train,source,test
4294,002260.png,miniature_poodle,1.0,train,source,val
4295,005762.png,chihuahua,5.0,,source,test
4296,004474.png,dalmatian,4.0,test,source,train
4297,002206.png,miniature_poodle,1.0,train,source,train
4298,008247.png,dalmatian,4.0,,source,test
4299,003193.png,saint_bernard,2.0,val,source,test
4300,005901.png,yorkshire_terrier,7.0,,source,test
4301,008369.png,yorkshire_terrier,7.0,,source,train
4302,000451.png,yorkshire_terrier,7.0,train,source,train
4303,002701.png,dalmatian,4.0,val,source,train
4304,002330.png,miniature_poodle,1.0,train,source,val
4305,005483.png,great_dane,3.0,,source,test
4306,008602.png,great_dane,3.0,,source,test
4307,007746.png,dalmatian,4.0,,source,test
4308,004089.png,miniature_poodle,1.0,test,source,val
4309,005088.png,siberian_husky,6.0,test,source,test
4310,001695.png,yorkshire_terrier,7.0,train,source,train
4311,005167.png,yorkshire_terrier,7.0,test,source,train
4312,005182.png,saint_bernard,2.0,test,source,test
4313,008065.png,dalmatian,4.0,,source,val
4314,002469.png,yorkshire_terrier,7.0,train,source,val
4315,000660.png,chihuahua,5.0,train,source,test
4316,008636.png,samoyed,0.0,,source,test
4317,009007.png,samoyed,0.0,,source,test
4318,005100.png,miniature_poodle,1.0,test,source,train
4319,004186.png,yorkshire_terrier,7.0,test,source,train
4320,007090.png,samoyed,0.0,,source,train
4321,002416.png,siberian_husky,6.0,val,source,test
4322,004217.png,saint_bernard,2.0,test,source,train
4323,006559.png,siberian_husky,6.0,,source,val
4324,005421.png,chihuahua,5.0,test,source,train
4325,000716.png,siberian_husky,6.0,train,source,train
4326,004010.png,siberian_husky,6.0,test,source,train
4327,009515.png,saint_bernard,2.0,,source,train
4328,000450.png,samoyed,0.0,train,source,train
4329,001570.png,samoyed,0.0,train,source,train
4330,001157.png,great_dane,3.0,train,source,train
4331,000846.png,miniature_poodle,1.0,train,source,train
4332,000562.png,great_dane,3.0,train,source,train
4333,005405.png,dalmatian,4.0,test,source,val
4334,005989.png,yorkshire_terrier,7.0,,source,test
4335,004260.png,saint_bernard,2.0,test,source,train
4336,006451.png,siberian_husky,6.0,,source,train
4337,003333.png,dalmatian,4.0,val,source,test
4338,008420.png,saint_bernard,2.0,,source,test
4339,003159.png,great_dane,3.0,val,source,test
4340,003768.png,chihuahua,5.0,val,source,val
4341,007500.png,saint_bernard,2.0,,source,train
4342,007819.png,chihuahua,5.0,,source,test
4343,006691.png,great_dane,3.0,,source,val
4344,000934.png,chihuahua,5.0,train,source,val
4345,005425.png,saint_bernard,2.0,,source,train
4346,005642.png,samoyed,0.0,test,source,train
4347,007089.png,siberian_husky,6.0,,source,test
4348,007788.png,miniature_poodle,1.0,,source,train
4349,000586.png,dalmatian,4.0,train,source,train
4350,005076.png,miniature_poodle,1.0,test,source,val
4351,007167.png,great_dane,3.0,,source,train
4352,007802.png,saint_bernard,2.0,,source,train
4353,008803.png,samoyed,0.0,,source,train
4354,009784.png,yorkshire_terrier,7.0,,source,train
4355,004175.png,samoyed,0.0,val,source,val
4356,008994.png,yorkshire_terrier,7.0,,source,val
4357,001745.png,miniature_poodle,1.0,train,source,test
4358,006212.png,chihuahua,5.0,,source,train
4359,006181.png,samoyed,0.0,,source,train
4360,006153.png,saint_bernard,2.0,,source,train
4361,007143.png,miniature_poodle,1.0,,source,test
4362,009083.png,dalmatian,4.0,,source,train
4363,008623.png,great_dane,3.0,,source,val
4364,006101.png,siberian_husky,6.0,,source,val
4365,004548.png,dalmatian,4.0,test,source,test
4366,001468.png,miniature_poodle,1.0,train,source,train
4367,001916.png,great_dane,3.0,train,source,test
4368,005012.png,siberian_husky,6.0,test,source,train
4369,008163.png,saint_bernard,2.0,,source,train
4370,006881.png,siberian_husky,6.0,,source,train
4371,006870.png,yorkshire_terrier,7.0,,source,train
4372,008973.png,samoyed,0.0,,source,train
4373,001857.png,miniature_poodle,1.0,train,source,val
4374,005855.png,yorkshire_terrier,7.0,,source,train
